trial,perturbation,P_at_n12,P_at_n13,P_at_n27,P_at_n37,P_at_n39,ZZ_at_n12
251,shuffle,0.8628772414881755,0.8631196986883223,0.7911469730284028,0.8650498748925796,0.8665015622119632,0.7274101024450231
251,random,0.8656752373985209,0.9230326401897432,0.867831128573013,0.993933182849554,0.8788413283332962,0.7337088453719719
251,small,0.7440697150144726,0.7491860603633483,0.8530239216445284,0.804374641512185,0.7912260720129126,0.5161992403617051
252,shuffle,0.7487639808998547,0.7544493684114044,0.8475923424374687,0.8539465684318843,0.7798726780109737,0.5253739897645062
252,random,0.7671710411271614,0.7827140037964455,0.8578589764450433,0.7335469441373085,0.7141315111688425,0.5503334924784667
252,small,0.7169635792853939,0.7205824250380197,0.775135089303375,0.8882608295724632,0.8376273165848732,0.4751451736486306
253,shuffle,0.7794164312588499,0.8250527219076049,0.8283699895120827,0.9559337771686834,0.8851796789536476,0.5857723173205676
253,random,0.8749165084774537,0.8902643587957759,0.860394212398535,0.9381079523111874,0.956255198196128,0.7501751701476354
253,small,0.7301334962785136,0.746723069783439,0.8593595690343114,0.7752891155400695,0.7621148491437401,0.49053735357699235
254,shuffle,0.8295819355869967,0.8532133104443559,0.9052375344695435,0.7725032440684205,0.7921463661948133,0.6628508187159312
254,random,0.5134744876088415,0.5517247904358406,0.7141618201813863,0.6779225142433672,0.7155563528267251,0.18751153246469543
254,small,0.6835322838045229,0.6839349915501771,0.6958189246989033,0.8311778152764704,0.8347969227383002,0.41967260455650557
255,shuffle,0.4396092372914048,0.41512384562059956,0.0577437233405588,0.027207552100771373,0.25288609725071975,0.03605887787089189
255,random,0.8201541650362799,0.7885604779015142,0.941847711112434,0.9261389391333932,0.879395559408377,0.6422505199663804
255,small,0.671836058876601,0.6626041954329503,0.5594679312199409,0.8129480452725113,0.910713477052484,0.4076267365006049
256,shuffle,0.7091548049799189,0.7015835420895083,0.9028688956501878,0.6968522757398152,0.6630403774134523,0.4300118136864489
256,random,0.8655481853776692,0.9332608709371953,0.7478135262684514,0.752734024948413,0.6849086860521176,0.7314287645753196
256,small,0.7092492318464112,0.7066943057375934,0.5812250985885308,0.8018721256952835,0.9043635092109461,0.46786330382061336
257,shuffle,0.7128332878595589,0.6759903425481095,0.7060173132781432,0.9695946601339961,0.8338140639637609,0.47190446874394043
257,random,0.6427055521534345,0.6146424409466713,0.8479965396792254,0.7671263909858581,0.5864967361506749,0.32342709901348377
257,small,0.7047855559667141,0.7019914368869136,0.6784530674730473,0.9344743377149717,0.9516191194591591,0.4610384621848819
258,shuffle,0.7582194857596768,0.7155225008853769,0.9359460420347369,0.7358641638672055,0.5810686051636603,0.5191324189250119
258,random,0.6162607198550009,0.6210692362481334,0.6845337202004652,0.6374009001714196,0.6905656926652556,0.324810826244735
258,small,0.6506371537056,0.6542406210678917,0.6083542363488466,0.9038664016058653,0.9637545136047934,0.37570499989962314
259,shuffle,0.5216353500963817,0.4705172617255031,0.3123095457203555,0.6322017427807264,0.7879656756717085,0.19568649273632968
259,random,0.5135185162734651,0.458821685085961,0.36868166185767487,0.6245105821823622,0.7923059081496882,0.18764608728387577
259,small,0.6613159033080941,0.6613788762350168,0.6334558851660965,0.9276704933864732,0.9676093760135045,0.39235629932084665
260,shuffle,0.613582827900072,0.572710615854452,0.5816854402974887,0.909980183283447,0.7594480260994237,0.3085503143519775
260,random,0.8524811820040962,0.8631502408581548,0.8312689396038441,0.873844259260567,0.8862956638736375,0.7099201473277146
260,small,0.6719725051734969,0.6670419299552065,0.543516752410617,0.7869488010219873,0.8828002108522163,0.4087772701198023
261,shuffle,0.8171706642947516,0.8067401371381279,0.711263808078616,0.6907461277009518,0.6734639057250495,0.6393281973295811
261,random,0.4575625058717298,0.42550554813810826,0.38331525325810484,0.5252222231509251,0.7139635583917738,0.12447482915138869
261,small,0.6593885628795262,0.6482415958289408,0.5887863921825452,0.861294048699586,0.9197540952195731,0.3893814409699712
262,shuffle,0.36026747258380715,0.3349380542069628,0.1079709763342218,0.04239609723729312,0.16107570708592128,-0.036254886978466565
262,random,0.48936155122638736,0.4964630619715186,0.5400514203749797,0.7257817462792633,0.8195493653337147,0.15922373346309826
262,small,0.7231655006271485,0.7205755200642526,0.6533820482431881,0.8442097374323992,0.8964369567795566,0.4907106256678784
263,shuffle,0.7832455957149039,0.7510092866050758,0.9391984852819663,0.7858915422081604,0.6943590263235846,0.5734532088988857
263,random,0.9433138832824062,0.9231093601073614,0.7843879003085348,0.7636039504894165,0.6468881110912535,0.8881807967184556
263,small,0.6297629571698493,0.6196169888539326,0.5844327410076411,0.7718273655213156,0.9240005437465388,0.33934252046631763
264,shuffle,0.6768208090532829,0.5910327138170915,0.48746260613442716,0.6622979904819143,0.6974084416235633,0.4087712118134213
264,random,0.8938616444873985,0.9223307541141381,0.8671590328164371,0.9130011969250031,0.7910645473236506,0.7890864443356126
264,small,0.7584388940705834,0.7582472716554043,0.8431404321997559,0.8866688414096027,0.8396722926552949,0.5428161149768483
265,shuffle,0.6486410636977499,0.6355989192405034,0.7707056659613521,0.861790287967295,0.8853360322275524,0.37178016097366967
265,random,0.8247114622742047,0.8838302169556209,0.7954843986544889,0.9093660232588355,0.8659109793268813,0.6565076260455063
265,small,0.7403230671221704,0.7283961635477769,0.6953758427514037,0.830867075828369,0.8500044752676903,0.5163353591870506
266,shuffle,0.6600218250446179,0.6218792452066129,0.9280961826211783,0.7952724332424524,0.6884252250009631,0.32146040601638204
266,random,0.8172715829111141,0.789743547540452,0.4217240992776775,0.4149584835380657,0.2271193150908899,0.6472123639338688
266,small,0.7836495949934303,0.7945214626416507,0.8274805922066292,0.8870489218061081,0.8745359018517135,0.5904602439835163
267,shuffle,0.5923917834366278,0.5337249806871789,0.37038023163462164,0.5394512466451326,0.8773741777411808,0.2706254427044379
267,random,0.9642806181108964,0.9459613570359359,0.8146642534655023,0.8264436030916222,0.7446550553419017,0.929204505653899
267,small,0.5994126060092745,0.5850256778491741,0.5404451687042735,0.7891215970207408,0.9303686705367331,0.297642931255202
268,shuffle,0.6374351244406189,0.5942395856996256,0.5951212198489938,0.8850691604051336,0.9438044773644976,0.3536012485072006
268,random,0.8724248937045682,0.8625204365531701,0.6668784064892107,0.5543102925852076,0.5131321673548468,0.7534459539076295
268,small,0.6871733085133549,0.6876955617453391,0.7357666438105103,0.915741237147234,0.8569401426040486,0.4298730037735434
269,shuffle,0.8215617373125234,0.8254424141690594,0.7108127256243952,0.7594135053477562,0.7533091237323118,0.6462100388593486
269,random,0.6587657431474011,0.6329725663502374,0.542808122396655,0.6588082880888706,0.5580693119728779,0.3282357986019058
269,small,0.703753089285739,0.7064825602802527,0.784713806190972,0.8782431298954564,0.8162077886028839,0.4529409493935474
270,shuffle,0.8598677996365687,0.8791782016607663,0.8878689754481124,0.8322816033778843,0.893094654010152,0.7215706279029712
270,random,0.6720674232610346,0.7444916363949704,0.8516280217021354,0.6960770169628498,0.6819103489725533,0.3818591399187114
270,small,0.6534503303298436,0.6421722528152533,0.5734136375341397,0.8564373083830259,0.9050363194873414,0.3803462522452075
271,shuffle,0.47443272428597244,0.38677108724782283,0.645185746542931,0.4201539895146237,0.4557250167091365,0.08739729056715509
271,random,0.6008752613841993,0.6293652087979625,0.5347924834580228,0.7039308148547422,0.710868716013697,0.289829935325705
271,small,0.7385620626712253,0.7408907641788979,0.7623823447891453,0.9008514832815894,0.8828813099960868,0.5144974695240591
272,shuffle,0.7049140675988179,0.6362036681840786,0.8795032917005764,0.8039044756235231,0.660397220482897,0.4110130243312153
272,random,0.5057141887024604,0.41390483872356415,0.1928183013725074,0.4635054796385405,0.733290440912258,0.17566055386498292
272,small,0.6934972329754479,0.6934039167335914,0.5926467700589322,0.8282882638399677,0.9016012734237691,0.44292111995730643
273,shuffle,0.8474291884104953,0.8581815367300133,0.833991627797801,0.7954450812376906,0.7891641379954376,0.7016741591860409
273,random,0.8740494363198069,0.8932813097652369,0.8721627602188214,0.9294086659741451,0.9418475721058523,0.7482932900308563
273,small,0.6936602585257228,0.6994610624176097,0.6855566857480482,0.8951842260376398,0.874724648236625,0.4422759374395689
274,shuffle,0.8322480645025431,0.7878902578206866,0.625336464517873,0.6191208456029097,0.5116141073384314,0.679330255802024
274,random,0.6713014130597934,0.696028965049691,0.7124196555208664,0.6343910343693863,0.7033775101380695,0.37454614421268473
274,small,0.6937538178378424,0.6803611603735431,0.663068780438905,0.9408023852591382,0.9618361147828918,0.4433366276157763
275,shuffle,0.8458902687222616,0.8850122271963738,0.9177684633750091,0.8775799204052428,0.9109595127663586,0.6962676237098177
275,random,0.5821940740609313,0.6801235127731351,0.7075969850269784,0.6618015444560079,0.5700079107922854,0.25648464398809095
275,small,0.6923664581542718,0.6961349205200258,0.6112292921980808,0.8389576330684962,0.9212417071439388,0.440936742095544
276,shuffle,0.7210443778976149,0.6840633715516041,0.8912748825489115,0.9276707128515593,0.8494405735422949,0.4513810087862769
276,random,0.49377838875293756,0.5022165986076416,0.6737803729882654,0.7796598525168357,0.9111622271446758,0.14722233229990167
276,small,0.692345031793388,0.6959972775891689,0.6665950991008385,0.9036637979977566,0.9086719482942689,0.44067341847701696
277,shuffle,0.39031717446106107,0.31149693338802364,0.14063104993759712,0.039627443403315414,0.19260122173350058,-0.0515140046313841
277,random,0.8091986468279794,0.816518090010188,0.6548993176936627,0.7498011821306733,0.667177592178924,0.6192758605413413
277,small,0.7020960751965649,0.7067795606939584,0.7580644770855415,0.8981353386717678,0.8268119766637156,0.4548436380771466
278,shuffle,0.6925643435973575,0.6562013053095562,0.681851836761135,0.8810153820724613,0.7896072376552766,0.43209095753565696
278,random,0.6785746734313871,0.5641153593370092,0.8625023535948619,0.9263695406464555,0.7605037097028691,0.3705541218769322
278,small,0.6778279569086463,0.6811470398063749,0.6451753726059999,0.8842559068315803,0.9231196081241748,0.4180794330394461
279,shuffle,0.835603065861138,0.8357061272788808,0.7888047405181184,0.8522340535668305,0.8594511755240923,0.6764345866412014
279,random,0.9031012634476379,0.7271810063469171,0.5859572921438256,0.507907727005031,0.5701338611723274,0.809310527174246
279,small,0.6536799720645909,0.6542277270246234,0.5681392101273948,0.8421961323987393,0.9302538860852863,0.38007228961128914
280,shuffle,0.7959117997492406,0.8193024532573859,0.9024036596884524,0.7710110813517256,0.794613622849796,0.6015454292965938
280,random,0.8469439201132658,0.863748286407937,0.6877087431103698,0.9185545930430018,0.7500370165836845,0.6970575696046737
280,small,0.7189500726104812,0.7202835256956026,0.6233541955958779,0.8203799638915997,0.8745667906602619,0.4841467075436096
281,shuffle,0.6006719687138649,0.536171022947675,0.5762366727765212,0.8597131860990692,0.9769072264350265,0.30255099410048986
281,random,0.817474053676093,0.7589592509359606,0.6451567821397676,0.3548533777442801,0.5025166321850665,0.6436603998852377
281,small,0.7752452821759408,0.7862074891525962,0.8546475399602731,0.86199065153518,0.8433248261835987,0.573928159189413
282,shuffle,0.7518622329688408,0.7203157723117091,0.9254359835573734,0.8094032615150691,0.7632067943120006,0.5107366324741391
282,random,0.7178630850497723,0.7017052437858724,0.7328937124426956,0.6674657911848795,0.6933341189789057,0.43596850368537765
282,small,0.6689555237634549,0.6663924531580812,0.6769574397079234,0.9156481976714209,0.909658542770674,0.4019249467633873
283,shuffle,0.8319949438407916,0.7765608286462415,0.7345687319845488,0.6937434702803561,0.5931864259289171,0.6652915862168121
283,random,0.7232596654711199,0.7436611298634302,0.8661738090464991,0.6527782657498413,0.6444226267992967,0.46004681921999674
283,small,0.7342121902335512,0.7392126982638046,0.7155441701677812,0.8730573932039297,0.8837207271492497,0.5075836846630035
284,shuffle,0.832516996546941,0.8304742710750777,0.7956655808058712,0.7865950890719039,0.8436240990568661,0.6683744458908927
284,random,0.7973905528933861,0.6897455455870699,0.5686138964093386,0.46231931739909315,0.5135521647978001,0.6136929182324162
284,small,0.6883223432207729,0.6894256824156206,0.6209668839727536,0.877900835471217,0.9538695550728254,0.4340990101505223
285,shuffle,0.7267648118918141,0.638293231357654,0.8997211241806178,0.8937795055775152,0.6677448726732672,0.468672298141505
285,random,0.6895179136344849,0.681687964714645,0.7934037873883629,0.7967106176270287,0.843048574304794,0.4358789837262509
285,small,0.6412705527955553,0.6324504224802512,0.618211217166317,0.9146472058768192,0.961406926065982,0.36188690156912345
286,shuffle,0.5725070522656198,0.5102889806332113,0.3858177117891451,0.6991150215223636,0.8596199592974133,0.2625623476089351
286,random,0.8151131695848933,0.8086320060826868,0.6873612189998304,0.7974516364589317,0.7889747436988785,0.6346228679608645
286,small,0.7036984217925275,0.6979381629989199,0.6980241013113428,0.8898742964781987,0.8346543009943731,0.45699043049469096
287,shuffle,0.6108856673069473,0.4861795530803714,0.5509130502273123,0.8946347809309104,0.7916385524020052,0.2994283075847066
287,random,0.7743027810157943,0.7409852117228116,0.8319050124461905,0.9505121473714477,0.9165114110362057,0.5518095362303477
287,small,0.6641627860265564,0.6721785837717891,0.7242983417491473,0.8804123695236424,0.7995493865992528,0.3932515404132051
288,shuffle,0.5144852871862702,0.4504549332593437,0.34590749969864415,0.6712098565649149,0.864716046203623,0.18877891558215182
288,random,0.8383871064481648,0.8115199773417922,0.8504547407848192,0.9122925744641507,0.7010598439375308,0.6785766976033065
288,small,0.6098597904847026,0.6022785510848876,0.6046283402242026,0.8078149305343273,0.9516315674976705,0.3095201971863723
289,shuffle,0.5581379713110337,0.5353457790467058,0.5849452567410373,0.9593728504601917,0.9149979118350253,0.2228589400904717
289,random,0.7505086928084104,0.7572710153206147,0.8199616148533437,0.8989943028268884,0.8737755676521003,0.5188293588748832
289,small,0.7071491868864169,0.7249293178247361,0.8061779288591014,0.7496845856304866,0.7430577209532013,0.4555045625961188
290,shuffle,0.8008941977442857,0.8389336061035128,0.8516931970004724,0.9268184750661017,0.8924817737892624,0.623765173483683
290,random,0.694054427916962,0.6674082612674642,0.8677994604580546,0.6685861851460161,0.5972554218189184,0.41313858652680924
290,small,0.6578282597520568,0.6567599540863055,0.5525893492203734,0.7773059398280073,0.8826118403285227,0.3870115779517352
291,shuffle,0.7556612234796332,0.7519929608046254,0.8056348470151516,0.9500358273064401,0.6734867161085389,0.5425611804701376
291,random,0.5131789094879056,0.3957937758114225,0.23152912093223835,0.42442970365652144,0.7098688778139877,0.18178140660598346
291,small,0.7041828485333852,0.6990230401606997,0.6401831987879386,0.8685885375501153,0.9115175923867428,0.45997101009236135
292,shuffle,0.7615767552181134,0.7400255045487534,0.7205410299748995,0.992632806641898,0.860546128978117,0.554486683064846
292,random,0.780587647448565,0.7776487910798919,0.7596693026995991,0.7402133750084772,0.7711857386445935,0.5643279165481894
292,small,0.7307841151880308,0.735370716446237,0.7872287500764223,0.8975560500385645,0.8510455666524741,0.4997833593750496
293,shuffle,0.6738546944644004,0.6243260684709887,0.737562833875174,0.9686719116926791,0.775505350645533,0.4054523566615011
293,random,0.8761215784162156,0.8588347320315708,0.6973688759987303,0.784405023909921,0.6796185174306993,0.7604299762623813
293,small,0.6976017284543444,0.7029348667932546,0.7122864556555442,0.8996361940615111,0.888707670190174,0.44756190082107267
294,shuffle,0.8334971462545856,0.8288473830720001,0.740913103504803,0.7717548687292506,0.7700723592458452,0.6696287148852753
294,random,0.9691901492566909,0.9896870073534606,0.966573093442412,0.9412636167821862,0.9080175757337744,0.9384748332245668
294,small,0.6208182949179113,0.611840254616381,0.5481959188763414,0.8393397003388232,0.9659976161564554,0.3288131998791762
295,shuffle,0.7706798115035998,0.7484203511931548,0.8894437424851684,0.8778116527360983,0.7474153102670598,0.5605151622751645
295,random,0.8890734530677886,0.9031428380059646,0.8302358645580763,0.9536593464467501,0.9026926522294995,0.7792557617727657
295,small,0.7129658619535085,0.7116436365099978,0.6632587818465657,0.8813917111861439,0.913185650372812,0.47384806346286956
296,shuffle,0.8728579141903984,0.8772226119708748,0.9399694432402176,0.8719037536756158,0.8910046571337699,0.7496826116894747
296,random,0.7504686230612663,0.7199286844024115,0.45166094247582145,0.3152187643421881,0.24487682134397057,0.5366465590091442
296,small,0.7418207994679278,0.7251867020847792,0.563400066098591,0.7041120275824739,0.7836874536840617,0.5218422207206108
297,shuffle,0.8715600333700784,0.8945493704143856,0.8814681221002534,0.8907406879734177,0.9018911530215217,0.750819528190635
297,random,0.8048377885599559,0.9032914297530654,0.7880871449070633,0.9153334491904639,0.7653245098393433,0.6226466220451927
297,small,0.7447724133647977,0.7476606169261372,0.7335989363462077,0.9017479404358812,0.9164465064348827,0.52573315198792
298,shuffle,0.744467423213816,0.6806235594015306,0.9263608775033152,0.7919675211524873,0.68366011270341,0.48960444621748567
298,random,0.791436385421613,0.8815352879935356,0.776484459875797,0.8906830105137805,0.8850993467528752,0.5894267462387678
298,small,0.6609812318100861,0.645580166509931,0.5328094181234337,0.7521311877011726,0.8629854240391029,0.3918871568511112
299,shuffle,0.7456605367967261,0.7207029664067165,0.8923569222690385,0.8181887658693913,0.5971074004172112,0.5081712232671827
299,random,0.8657929106050555,0.7792496712924399,0.6047780633717784,0.37022404615726395,0.37792941341066977,0.733533946645611
299,small,0.6536970675907738,0.6554370126438792,0.6810638596990364,0.8916956467704806,0.881893239726824,0.3774408938654453
300,shuffle,0.781508205745144,0.7842428694674475,0.7354910696721559,0.8987129969559963,0.7795050780948753,0.5889527214450069
300,random,0.7293672232569713,0.7094225889802726,0.7605594003976025,0.9745997103512054,0.9181767529710337,0.4991634612627749
300,small,0.7016725730022548,0.7132963952674424,0.7525589295971749,0.8843513257730808,0.8397703418785343,0.45319665925763836
301,shuffle,0.6144213963546258,0.549558127725099,0.7605589660701182,0.7583402216074935,0.5780442562122468,0.23971202449496543
301,random,0.7720556673912555,0.7312377891142476,0.6734989409882106,0.6285485208563582,0.7787444754413658,0.5442405385102019
301,small,0.682868954310575,0.6850157219750639,0.631075784078943,0.8638894858727542,0.9032288495299663,0.42579245968368123
302,shuffle,0.8762564616751943,0.8687273588916523,0.6462674835173817,0.6872105781887917,0.5591993231099849,0.7577364585979232
302,random,0.6762155351858073,0.6461987459881187,0.8402104000938527,0.6448098353376779,0.570830115775776,0.3854386679438008
302,small,0.7196706613460572,0.7158628092648147,0.7897655470285474,0.8839994781055677,0.8453469729908607,0.47750967328560634
303,shuffle,0.7594161280232316,0.7476715065715465,0.8682048517281786,0.9080211458429596,0.7043902973874993,0.5431072144613253
303,random,0.8468386188869482,0.8229189635458786,0.7702736392293992,0.7467844327057281,0.6924530575117804,0.6970718091851167
303,small,0.6799141973779873,0.6697486936307412,0.4907763385271991,0.677640940036988,0.8315977415080728,0.41923635114385
304,shuffle,0.5668936729081805,0.4676259441616256,0.5741705442715744,0.6569480059220217,0.6713040577212513,0.17144632691760786
304,random,0.7509673578188385,0.6439876001153064,0.5827291136552123,0.32446528705652483,0.6296886884066691,0.520256983905271
304,small,0.6377797864552405,0.6302567103256795,0.6257553346029039,0.8940173668218423,0.9103669218637713,0.35593716377278334
305,shuffle,0.4689782754439452,0.4302073026428812,0.3759474844471633,0.4330542707574541,0.6371932163158371,0.12824358297609664
305,random,0.8119034850835867,0.8428287467037368,0.8508776822560564,0.7652952572336039,0.8519775093783064,0.6295477004208161
305,small,0.7363837875590332,0.7362249545374581,0.7361694637134777,0.9313024334453962,0.9176160351501744,0.5127842302483279
306,shuffle,0.6431785881938831,0.6184444796077904,0.7588473951662198,0.9034796538430526,0.8995293642642109,0.3647757150511011
306,random,0.6511096954330363,0.6449102620741148,0.6013149324291573,0.5087051129853036,0.5792466370151281,0.3085513194973594
306,small,0.741440593747347,0.7452691524876299,0.7443101627003957,0.8937891961519244,0.9023792010760529,0.5201547560077827
307,shuffle,0.6202279462934905,0.6022704556900539,0.5315509508997462,0.896712854477764,0.9193699508279145,0.327687863760328
307,random,0.7021325915441935,0.7458287825028207,0.8037852645768768,0.740010404470354,0.716316169514774,0.44574917045830864
307,small,0.7128214927074763,0.7140583216788041,0.5797095034066365,0.7603844163257504,0.8745036637885653,0.4735788045653385
308,shuffle,0.3680438810186512,0.33736366560971315,0.33637570190233773,0.13521374300493766,0.24910972502481246,-0.06251815698547813
308,random,0.5863969194204887,0.5557220675129999,0.6698160681656429,0.8672503163037635,0.871118731231049,0.28052554573991684
308,small,0.6037980542770405,0.5943738082732252,0.5389890752765666,0.7175428807454165,0.8974559686101993,0.29887607660318566
309,shuffle,0.8166347367987545,0.7808319884770089,0.5371264537239303,0.4934106686675564,0.39690048827821084,0.6420759197735348
309,random,0.8760320552098252,0.8398972857727447,0.47780464323601896,0.2931475067875335,0.30484795536238135,0.75976119267339
309,small,0.6821742317070094,0.6814092948314583,0.6953359764413846,0.9286763521754665,0.9101331535807463,0.4238307129707381
310,shuffle,0.7417343681360874,0.6805028635559793,0.908636726564873,0.8397517492261969,0.7084951259559256,0.4841349996564808
310,random,0.7253161127906376,0.690005142506706,0.8328014098244084,0.6152169366853314,0.6001111937009841,0.4586984694875608
310,small,0.6606494961328058,0.6647330405230683,0.6381590641144507,0.9311012696658573,0.9397532274914576,0.39116959835564014
311,shuffle,0.7696422108170123,0.6870911043387326,0.7481074109468333,0.9026002316290299,0.7084894328286611,0.5611009344586005
311,random,0.9493789261629831,0.9616535678188137,0.8862386763849829,0.892597662520546,0.80624760118721,0.8989580482767904
311,small,0.6368850789862924,0.6295058602618054,0.5981652082195975,0.927558699640345,0.9604487235415,0.3550262821082774
312,shuffle,0.7141948547693366,0.6994893843637748,0.8792759803530886,0.7031699787807058,0.5973275872504504,0.4435241629690951
312,random,0.7827283987556639,0.8207340666439636,0.5855516670391417,0.8741702334640608,0.5544586187676637,0.5721773373710354
312,small,0.65809546007294,0.6637867059428592,0.5977462214964521,0.843498190197059,0.9431255304774891,0.3862365950555732
313,shuffle,0.8290223455560524,0.835910327358727,0.9281366119035671,0.818367386777716,0.7675026540373666,0.664433710434301
313,random,0.9543827269398503,0.9617113584555813,0.8265462963696488,0.8595406699726166,0.8283897034226695,0.9094914551153757
313,small,0.685426973139662,0.6727408750775462,0.5339635723064443,0.7587274082095797,0.8487790424522413,0.43008709050269905
314,shuffle,0.45659799108800936,0.4333205625210069,0.6167002747079486,0.41355781502566324,0.5408149995029687,0.08991183813940702
314,random,0.790319872347406,0.8062091620500028,0.8819939800686457,0.8139370248005084,0.6953459942718654,0.5964996558350975
314,small,0.716725053627517,0.7272479588506026,0.7770493963745787,0.8509169734935197,0.8514841648281931,0.4759961939702937
315,shuffle,0.722173890783539,0.7294040798429343,0.7186219475413869,0.9601484454624373,0.8702926115798021,0.4880078666159914
315,random,0.7203616143886318,0.7284189978081486,0.4762309608291561,0.6702507476169688,0.6085674791708964,0.463370892741017
315,small,0.7336690521785546,0.7227555993116447,0.7330424924205257,0.9084617579537747,0.8736466201273255,0.5064038789431432
316,shuffle,0.7555107587648263,0.7556523354879515,0.7697108854538134,0.9613286703969179,0.8062355437525922,0.5449445234430763
316,random,0.8241892763248964,0.860392804749315,0.7502292347822691,0.9679972341474925,0.687836028315057,0.649567720910354
316,small,0.6880630359942433,0.691178999893201,0.684103608913569,0.93386406016139,0.9314348046615137,0.4339633563126353
317,shuffle,0.7010737309295125,0.6687733810752897,0.9163401533299699,0.7826151368753548,0.7196443871575463,0.41050108208255054
317,random,0.8001691332084669,0.795592152354317,0.6884650084375419,0.7715602198638847,0.7259217006301908,0.6025502498735973
317,small,0.7323008982484276,0.7236562759096568,0.6147230311985186,0.7939384010979352,0.8430581378030866,0.5056828061250738
318,shuffle,0.721291455440867,0.7492608170879622,0.801995534668944,0.923734006905489,0.7955076247272824,0.4839850080084782
318,random,0.881253577924878,0.775685022312708,0.5195882727409894,0.4051802222793867,0.268615778191498,0.7689544821390866
318,small,0.6422631569700253,0.6297930594674713,0.47709386119393404,0.6711426735436933,0.8078628147870607,0.36321183433909665
319,shuffle,0.6391060677548399,0.5897363279437021,0.48029352136207265,0.7062340190329977,0.7334773830547587,0.3508570526430659
319,random,0.789471392853177,0.8010673824453315,0.8863155862992907,0.788558003984977,0.7743673559172897,0.5920187189347301
319,small,0.6302323062028538,0.6224099570334205,0.5852071484610273,0.8848298517033297,0.9758082852729943,0.34446588400112904
320,shuffle,0.6034241676860099,0.5801967757589941,0.5540688878118081,0.9369299104858306,0.8475310822322448,0.2929635590635766
320,random,0.687460084982333,0.6955051970285193,0.7507021595524602,0.6921489494025604,0.616455707514141,0.4200178822114381
320,small,0.6412282520343623,0.649312235408597,0.5047277792853031,0.7864062452549606,0.9311957227380159,0.3569709819106226
321,shuffle,0.8240344203010112,0.800303862406112,0.936071415941479,0.8427548753535147,0.8179328222009821,0.6527264615703369
321,random,0.9063590649403006,0.9663782857208838,0.8193854250306603,0.7893261537937165,0.7759661638724447,0.8136951138377224
321,small,0.6802873975384086,0.6861873902611983,0.6211996481889318,0.8881446397131635,0.8945230054914954,0.421966544368556
322,shuffle,0.759718694604061,0.754445231166588,0.9287257156171114,0.7560494600358816,0.6898543414239461,0.5264307516089416
322,random,0.8467887867141639,0.8603056081413909,0.7776914655158098,0.9244275311987075,0.8896296190604155,0.7046302352802374
322,small,0.6712125284623998,0.667168251737087,0.5822083598991074,0.8493437229523995,0.9177278796905552,0.4077325189755038
323,shuffle,0.6406663199002113,0.6190077546205256,0.92246217411248,0.7999956515016506,0.6442262253869413,0.2865170826979437
323,random,0.6222865385114763,0.536500088844702,0.6600555717943098,0.8147918490981442,0.7221102722078864,0.3011439171393722
323,small,0.7249269483371407,0.7240946236361111,0.6792673328127091,0.8898227720996194,0.9326165701897472,0.49395412993051446
324,shuffle,0.7273597138369918,0.7094103470782415,0.7296924523344605,0.9881917369734979,0.7458823745117702,0.49707420618220555
324,random,0.6847480852021477,0.6583007384363494,0.3713684117461636,0.6272438262632694,0.8097952542636894,0.4238915954520593
324,small,0.7410718936181439,0.7446084950251534,0.7329946005492464,0.9108084187475924,0.8923923035292636,0.519595525454657
325,shuffle,0.5817656307683876,0.5319820203916594,0.8816126536570186,0.6829802865330731,0.6980976741825976,0.26901131706992537
325,random,0.6162341985819544,0.6344246773464615,0.6788419096828028,0.5850394731795949,0.5323851705910063,0.2975469345574478
325,small,0.6633035613588085,0.6658015441507502,0.571259840179599,0.8556526365570614,0.9212505586631048,0.395274640374911
326,shuffle,0.6104002489962783,0.6013481442136788,0.6388961211953023,0.994122602800902,0.954610833537689,0.31229063227393644
326,random,0.678769204367462,0.64268010074977,0.8666379337346629,0.833919526243656,0.6444227414451809,0.35916063297109896
326,small,0.6784284830887457,0.6753966654942747,0.6546726523616564,0.9237913289957371,0.9114098469681022,0.41852940689817253
327,shuffle,0.7796747773655627,0.7605119353935754,0.891194779713446,0.692461196295002,0.5994596890000642,0.5671243379980978
327,random,0.7395006039033435,0.6487595570734978,0.7555507634192357,0.9008082605733613,0.57661327963934,0.4860028100191029
327,small,0.6744865392574638,0.6761925945329649,0.6100133915959649,0.8817409698647434,0.9068117586191997,0.4128347309402775
328,shuffle,0.6337738942602346,0.5870806498458497,0.5220718080234561,0.882836246839628,0.9034377800706946,0.3481706767233474
328,random,0.7794359961953341,0.8009774409270579,0.41392619066090836,0.49760279139511165,0.36293954640457843,0.5633168352431536
328,small,0.7174886001448901,0.7196743084949924,0.8283765363668328,0.7615816520555396,0.7457523699981343,0.4691888853525654
329,shuffle,0.7434523546170605,0.7442752803476527,0.9264711884943629,0.7793568356897871,0.7003699660219994,0.5006434106932259
329,random,0.7181427838015307,0.7448210329474126,0.5354827996145645,0.7479017890267965,0.5711257350497954,0.43968051260462776
329,small,0.7581644805899308,0.7779149421272694,0.8399563032207799,0.764339124450716,0.7691964646148064,0.541711460556887
330,shuffle,0.5881687182213583,0.5360343937740523,0.24984586035700285,0.423335009947613,0.5924555971883017,0.28497219649258376
330,random,0.8947967314751011,0.909511763697936,0.8285901789086921,0.9306998677884274,0.6660090310634551,0.7916883586314782
